LinkId,Geometry
217690,"LINESTRING(355775.69334 6689104.01509,355778.95000 6689104.48365,355780.66677 6689104.67389,355816.68779 6689112.73187,355847.36355 6689136.02978,355851.22438 6689138.95581,355882.97046 6689163.07112,355901.22970 6689176.93831,355917.26137 6689189.12044,355932.21651 6689200.25206,355937.15476 6689203.98385)"
217691,"LINESTRING(355937.15476 6689203.98385,355932.21651 6689200.25206,355917.26137 6689189.12044,355901.22970 6689176.93831,355882.97046 6689163.07112,355851.22438 6689138.95581,355847.36355 6689136.02978,355816.68779 6689112.73187,355780.66677 6689104.67389,355778.95000 6689104.48365,355775.69334 6689104.01509)"
21777,"LINESTRING(355183.96009 6689921.90980,355186.71162 6689920.72714)"
219660,"LINESTRING(355540.23014 6689786.73843,355539.34157 6689791.82995,355538.23159 6689795.84387,355528.24694 6689816.95952,355524.05676 6689823.55458,355507.31726 6689849.64435,355505.33937 6689853.98656)"
219661,"LINESTRING(355567.67854 6689790.53878,355558.68304 6689788.74387,355540.23014 6689786.73843)"
219662,"LINESTRING(355605.70919 6689799.59190,355574.17042 6689792.16671,355572.10604 6689791.72958,355567.67854 6689790.53878)"
219663,"LINESTRING(355505.33937 6689853.98656,355485.76761 6689889.44140)"
219664,"LINESTRING(355485.76761 6689889.44140,355505.33937 6689853.98656)"
219665,"LINESTRING(355600.87634 6689726.90474,355595.93147 6689723.97470,355593.04816 6689721.82689,355589.63202 6689718.85311,355586.85807 6689716.49871)"
220267,"LINESTRING(355503.31703 6689083.87552,355500.07763 6689081.73717)"
220268,"LINESTRING(355500.07763 6689081.73717,355497.29480 6689079.62809)"
220269,"LINESTRING(355497.29480 6689079.62809,355494.33318 6689077.57384,355487.52280 6689071.62510,355478.41969 6689063.12733,355470.66604 6689054.62953,355467.48041 6689050.14045)"
220366,"LINESTRING(355338.94459 6688894.07452,355346.39080 6688882.01745,355353.38820 6688865.60257,355355.37866 6688859.63518,355360.01531 6688834.24426,355361.17541 6688822.03849,355363.16011 6688790.63680)"
220728,"LINESTRING(356043.25155 6689532.71008,356053.05399 6689536.13927,356090.16020 6689554.52808)"
220729,"LINESTRING(356148.21398 6689475.89080,356140.64426 6689476.08230)"
222010,"LINESTRING(355764.56009 6689749.85752,355766.44567 6689737.34294,355767.46457 6689728.59453,355768.27275 6689721.44935,355773.14369 6689716.66216)"
222011,"LINESTRING(355781.01352 6689723.38452,355776.78711 6689730.67130,355764.56009 6689749.85752)"
222234,"LINESTRING(356010.77198 6689084.13771,356007.92296 6689082.45502,355989.94930 6689071.83102,355962.23643 6689055.47121,355955.33701 6689050.86224)"
222235,"LINESTRING(355955.33701 6689050.86224,355962.23643 6689055.47121,355989.94930 6689071.83102,356007.92296 6689082.45502,356010.77198 6689084.13771)"
222236,"LINESTRING(355955.33701 6689050.86224,355936.83597 6689040.82512,355931.96752 6689037.12268,355924.20921 6689032.60778,355915.82273 6689027.71745,355900.91310 6689018.69720,355897.69332 6689017.94829,355895.24782 6689017.61090,355865.28700 6688999.87911,355824.86343 6688975.44105,355821.44811 6688973.66872,355819.37660 6688972.58658,355817.14630 6688971.38009)"
222237,"LINESTRING(355817.14630 6688971.38009,355819.37660 6688972.58658,355821.44811 6688973.66872,355824.86343 6688975.44105,355865.28700 6688999.87911,355895.24782 6689017.61090,355897.69332 6689017.94829,355900.91310 6689018.69720,355915.82273 6689027.71745,355924.20921 6689032.60778,355931.96752 6689037.12268,355936.83597 6689040.82512,355955.33701 6689050.86224)"
222446,"LINESTRING(356381.43116 6688992.46221,356377.90855 6688992.50931,356374.55004 6688991.45660,356371.68066 6688989.41887)"
222799,"LINESTRING(355725.01786 6689656.15297,355740.37571 6689674.53743)"
223994,"LINESTRING(355020.16750 6689372.67016,355019.45067 6689378.49730,355015.70105 6689410.14599,355012.32489 6689432.12656)"
224367,"LINESTRING(355701.16746 6689915.53648,355682.27984 6689947.62440)"
22783,"LINESTRING(355735.46969 6690055.06090,355728.62233 6690051.99578,355725.08604 6690049.56293,355721.67872 6690046.34380,355718.58279 6690044.18596,355717.06633 6690043.12747,355713.60686 6690040.71244,355702.54121 6690033.77408,355694.50067 6690028.68612,355687.89746 6690024.86149,355684.11221 6690022.84358,355678.43032 6690018.56524,355671.52273 6690013.14489,355661.96003 6690006.37575,355652.90314 6689997.86398,355649.53673 6689994.69816)"
22784,"LINESTRING(355778.72241 6690075.83005,355770.58965 6690071.63742)"
22785,"LINESTRING(355649.53673 6689994.69816,355610.50034 6689971.48348,355556.27976 6689939.19882)"
22786,"LINESTRING(355556.27976 6689939.19882,355610.50034 6689971.48348,355649.53673 6689994.69816)"
22788,"LINESTRING(355852.81028 6689794.37804,355887.86854 6689806.97565,355896.63175 6689810.39776,355899.99519 6689811.01597)"
22792,"LINESTRING(356177.08614 6688883.57051,356177.50968 6688882.50024,356178.16067 6688881.56151,356179.01962 6688880.81106)"
22793,"LINESTRING(356179.01962 6688880.81106,356180.08655 6688880.24891,356181.26077 6688879.96985,356182.45915 6688879.97868,356183.62190 6688880.28997,356184.67907 6688880.87437,356185.55320 6688881.70297)"
22794,"LINESTRING(356185.55320 6688881.70297,356186.20267 6688882.71140,356186.57958 6688883.85794,356186.66370 6688885.05472,356186.45940 6688886.24586,356185.96157 6688887.34266,356185.10475 6688888.39339,356183.98888 6688889.15864)"
22795,"LINESTRING(356183.98888 6688889.15864,356182.70271 6688889.59992,356181.34884 6688889.65568,356180.02741 6688889.35353,356178.84422 6688888.68738)"
22796,"LINESTRING(356178.84422 6688888.68738,356180.02741 6688889.35353,356181.34884 6688889.65568,356182.70271 6688889.59992,356183.98888 6688889.15864,356185.10475 6688888.39339,356185.96157 6688887.34266,356186.45940 6688886.24586,356186.66370 6688885.05472,356186.57958 6688883.85794,356186.20267 6688882.71140,356185.55320 6688881.70297,356184.67907 6688880.87437,356183.62190 6688880.28997,356182.45915 6688879.97868,356181.26077 6688879.96985,356180.08655 6688880.24891,356179.01962 6688880.81106,356178.16067 6688881.56151,356177.50968 6688882.50024,356177.08614 6688883.57051)"
22797,"LINESTRING(355922.19547 6689794.80410,355913.22493 6689812.23338,355911.30914 6689815.94879)"
22798,"LINESTRING(355911.30914 6689815.94879,355910.05662 6689818.54669,355905.64989 6689827.04541)"
228449,"LINESTRING(355822.19833 6688949.34802,355822.67238 6688950.60019,355822.52397 6688952.23318,355817.14630 6688971.38009)"
228450,"LINESTRING(355817.14630 6688971.38009,355822.52397 6688952.23318,355822.67238 6688950.60019,355822.19833 6688949.34802)"
228642,"LINESTRING(355997.51448 6688792.77246,356010.16568 6688790.22953)"
228643,"LINESTRING(356010.16568 6688790.22953,355997.51448 6688792.77246)"
229139,"LINESTRING(355825.22207 6689275.39465,355823.69823 6689277.49641,355821.75908 6689279.23270,355819.49020 6689280.50959)"
229140,"LINESTRING(355810.34048 6689257.91709,355812.97074 6689257.25355)"
229141,"LINESTRING(355812.97074 6689257.25355,355815.99324 6689257.21270,355818.92259 6689257.92269,355821.59564 6689259.31504,355823.84232 6689261.33280,355825.53278 6689263.82770)"
229142,"LINESTRING(355825.53278 6689263.82770,355826.54473 6689266.65102,355826.83898 6689269.64925,355826.38891 6689272.62367,355825.22207 6689275.39465)"
229224,"LINESTRING(356008.89508 6689359.93128,356010.46687 6689362.21054,356011.10563 6689363.95391,356011.25577 6689366.42640,356010.98714 6689368.86741)"
229225,"LINESTRING(355993.20919 6689364.38496,355994.30424 6689361.55139,355996.27752 6689359.22349)"
229226,"LINESTRING(356010.98714 6689368.86741,356009.58537 6689371.64077,356007.32922 6689373.79583,356004.48418 6689375.07248,356001.36747 6689375.31894,355998.35689 6689374.51342)"
229227,"LINESTRING(355998.35689 6689374.51342,355995.83162 6689372.78982,355994.01537 6689370.34663,355993.10482 6689367.43956,355993.20919 6689364.38496)"
229241,"LINESTRING(356220.85831 6689340.87146,356223.44277 6689341.91305,356225.42506 6689341.97685)"
229242,"LINESTRING(356225.42506 6689341.97685,356223.44277 6689341.91305,356220.85831 6689340.87146)"
230430,"LINESTRING(355774.37303 6688637.06801,355787.11114 6688637.73508)"
230431,"LINESTRING(355787.11114 6688637.73508,355794.19047 6688637.96090)"
230432,"LINESTRING(355794.19047 6688637.96090,355797.72442 6688638.36899)"
230433,"LINESTRING(355797.72442 6688638.36899,355806.28134 6688639.49982,355813.81438 6688640.75648)"
230434,"LINESTRING(355813.81438 6688640.75648,355828.34688 6688643.08920)"
230435,"LINESTRING(355679.42310 6689037.09362,355712.64219 6689046.24730)"
230436,"LINESTRING(355712.64219 6689046.24730,355679.42310 6689037.09362)"
230437,"LINESTRING(355757.79331 6688723.57398,355755.08356 6688730.61744,355739.08142 6688764.44090,355702.28522 6688842.18897,355685.91230 6688876.80173,355685.17105 6688878.80273)"
230438,"LINESTRING(355685.17105 6688878.80273,355685.91230 6688876.80173,355702.28522 6688842.18897,355739.08142 6688764.44090,355755.08356 6688730.61744,355757.79331 6688723.57398)"
230439,"LINESTRING(355757.79331 6688723.57398,355766.88628 6688724.27327,355784.00281 6688726.97974,355814.41018 6688731.79015,355842.68025 6688736.74624,355881.62742 6688743.57896,355886.70605 6688745.40005)"
230440,"LINESTRING(355741.24762 6688642.58395,355735.58325 6688643.62283,355727.58254 6688645.43071)"
230441,"LINESTRING(355727.58254 6688645.43071,355735.58325 6688643.62283,355741.24762 6688642.58395)"
231451,"LINESTRING(354818.34521 6689394.56847,354817.32097 6689393.63748,354809.73898 6689381.95956,354808.94404 6689380.53687,354806.08596 6689380.01240)"
231454,"LINESTRING(354784.61845 6689392.10270,354787.59020 6689390.00589,354802.97268 6689378.74611,354806.08596 6689380.01240)"
231463,"LINESTRING(354818.07807 6689397.94408,354817.72511 6689402.32603,354816.17982 6689402.87162,354804.40858 6689411.16309,354799.12315 6689414.80681,354793.81891 6689418.51838,354790.98326 6689414.84386,354788.70439 6689411.88259,354789.78272 6689410.99685,354790.25702 6689410.54660,354790.71542 6689409.95263,354790.96582 6689409.17043,354791.07394 6689408.41870,354791.10345 6689407.74942,354791.13730 6689407.02424,354791.05411 6689406.37260,354790.87205 6689405.71556,354790.68322 6689405.20354,354790.48057 6689404.71458,354790.05530 6689403.91584,354789.62647 6689403.31758,354789.23121 6689402.90652,354788.24746 6689402.15122,354787.66844 6689401.83980,354786.50749 6689401.42854,354785.49537 6689401.23120,354784.79126 6689401.11617,354783.50229 6689401.11287,354782.25395 6689401.41875,354781.27064 6689402.24337,354779.52460 6689399.97449,354777.39199 6689397.18278,354784.61845 6689392.10270,354787.59020 6689390.00589,354802.97268 6689378.74611,354806.08596 6689380.01240,354808.94404 6689380.53687,354809.73898 6689381.95956,354817.32097 6689393.63748,354818.34521 6689394.56847)"
231464,"LINESTRING(354818.34521 6689394.56847,354817.32097 6689393.63748,354809.73898 6689381.95956,354808.94404 6689380.53687,354806.08596 6689380.01240,354802.97268 6689378.74611,354787.59020 6689390.00589,354784.61845 6689392.10270,354777.39199 6689397.18278,354779.52460 6689399.97449,354781.27064 6689402.24337,354782.25395 6689401.41875,354783.50229 6689401.11287,354784.79126 6689401.11617,354785.49537 6689401.23120,354786.50749 6689401.42854,354787.66844 6689401.83980,354788.24746 6689402.15122,354789.23121 6689402.90652,354789.62647 6689403.31758,354790.05530 6689403.91584,354790.48057 6689404.71458,354790.68322 6689405.20354,354790.87205 6689405.71556,354791.05411 6689406.37260,354791.13730 6689407.02424,354791.10345 6689407.74942,354791.07394 6689408.41870,354790.96582 6689409.17043,354790.71542 6689409.95263,354790.25702 6689410.54660,354789.78272 6689410.99685,354788.70439 6689411.88259,354790.98326 6689414.84386,354793.81891 6689418.51838,354799.12315 6689414.80681,354804.40858 6689411.16309,354816.17982 6689402.87162,354817.72511 6689402.32603,354818.07807 6689397.94408)"
231472,"LINESTRING(356442.59653 6689039.45277,356440.60244 6689038.13232,356435.36375 6689034.84022)"
231474,"LINESTRING(356565.55080 6689114.55204,356560.84233 6689111.90801)"
231475,"LINESTRING(356575.00946 6689123.33131,356565.55080 6689114.55204)"
235917,"LINESTRING(355207.33216 6689463.64547,355194.81341 6689461.63189)"
235918,"LINESTRING(355194.81341 6689461.63189,355207.33216 6689463.64547)"
236653,"LINESTRING(355680.89301 6688887.43877,355688.16738 6688890.52376,355690.75533 6688891.62056,355695.44994 6688893.61942,355736.22138 6688910.92692)"
236654,"LINESTRING(355736.22138 6688910.92692,355695.44994 6688893.61942,355690.75533 6688891.62056,355688.16738 6688890.52376,355680.89301 6688887.43877)"
236655,"LINESTRING(355736.22138 6688910.92692,355759.54781 6688921.27475,355765.53255 6688923.82229,355817.87856 6688945.30248,355819.21047 6688946.04899,355820.64573 6688946.87855,355821.68447 6688947.93126,355822.19833 6688949.34802)"
236656,"LINESTRING(355822.19833 6688949.34802,355821.68447 6688947.93126,355820.64573 6688946.87855,355819.21047 6688946.04899,355817.87856 6688945.30248,355765.53255 6688923.82229,355759.54781 6688921.27475,355736.22138 6688910.92692)"
236659,"LINESTRING(355755.68951 6688869.24859,355821.95541 6688896.11194)"
236660,"LINESTRING(355821.95541 6688896.11194,355755.68951 6688869.24859)"
236675,"LINESTRING(355736.22138 6688910.92692,355738.73705 6688907.35489,355740.18731 6688903.18789,355755.68951 6688869.24859)"
236676,"LINESTRING(355755.68951 6688869.24859,355740.18731 6688903.18789,355738.73705 6688907.35489,355736.22138 6688910.92692)"
236687,"LINESTRING(356077.54160 6689355.35072,356080.76194 6689349.66873,356096.55650 6689321.32106,356101.23020 6689312.70700,356103.27871 6689304.05512,356103.10857 6689300.97184,356102.03198 6689287.94948)"
236744,"LINESTRING(356174.74394 6689181.04176,356166.79646 6689176.52634,356093.26653 6689133.37767,356086.67925 6689129.05098)"
236745,"LINESTRING(356086.67925 6689129.05098,356093.26653 6689133.37767,356166.79646 6689176.52634,356174.74394 6689181.04176)"
237006,"LINESTRING(355778.08022 6689670.83754,355776.49676 6689671.64099,355774.35882 6689672.03137,355771.05494 6689671.92159)"
237007,"LINESTRING(355771.05494 6689671.92159,355774.35882 6689672.03137,355776.49676 6689671.64099,355778.08022 6689670.83754)"
237008,"LINESTRING(355750.30522 6689773.96733,355752.46346 6689770.38252,355754.27837 6689767.28483,355759.92930 6689757.62382,355761.13003 6689755.57407,355763.29700 6689751.87750,355764.56009 6689749.85752)"
237009,"LINESTRING(355764.56009 6689749.85752,355763.29700 6689751.87750,355761.13003 6689755.57407,355759.92930 6689757.62382,355754.27837 6689767.28483,355752.46346 6689770.38252,355750.30522 6689773.96733)"
238570,"LINESTRING(355194.81341 6689461.63189,355164.52142 6689456.53996)"
238571,"LINESTRING(355164.52142 6689456.53996,355194.81341 6689461.63189)"
239254,"LINESTRING(355750.30522 6689773.96733,355755.41813 6689776.26472,355798.96376 6689796.56102)"
239882,"LINESTRING(355499.49748 6689656.98797,355510.07252 6689657.64573,355527.87056 6689659.85580)"
239883,"LINESTRING(355527.87056 6689659.85580,355510.07252 6689657.64573,355499.49748 6689656.98797)"
24041,"LINESTRING(355798.96376 6689796.56102,355808.72867 6689800.52602)"
240469,"LINESTRING(355483.24633 6689615.53525,355478.96388 6689629.06733,355476.97547 6689638.87316,355476.80171 6689641.50900,355476.29504 6689647.56871)"
240470,"LINESTRING(355476.29504 6689647.56871,355476.80171 6689641.50900,355476.97547 6689638.87316,355478.96388 6689629.06733,355483.24633 6689615.53525)"
240565,"LINESTRING(355476.29504 6689647.56871,355475.67532 6689657.18423)"
240566,"LINESTRING(355475.67532 6689657.18423,355476.29504 6689647.56871)"
240617,"LINESTRING(354905.25696 6689357.65265,354911.98212 6689358.32067)"
240618,"LINESTRING(354911.98212 6689358.32067,354905.25696 6689357.65265)"
240619,"LINESTRING(354911.98212 6689358.32067,354914.11519 6689359.81061,354916.71317 6689360.29454,354919.06196 6689359.74702)"
240620,"LINESTRING(354919.06196 6689359.74702,354916.71317 6689360.29454,354914.11519 6689359.81061,354911.98212 6689358.32067)"
240740,"LINESTRING(356115.63433 6689259.70598,356110.69687 6689235.33489,356107.46551 6689219.38814,356106.28714 6689214.72743,356105.35456 6689211.04277,356088.80460 6689137.25087,356086.67925 6689129.05098)"
240741,"LINESTRING(356086.67925 6689129.05098,356088.80460 6689137.25087,356105.35456 6689211.04277,356106.28714 6689214.72743,356107.46551 6689219.38814,356110.69687 6689235.33489,356115.63433 6689259.70598)"
240742,"LINESTRING(356086.67925 6689129.05098,356081.36522 6689108.54016,356071.41874 6689064.21927,356069.36683 6689055.05830)"
240743,"LINESTRING(356069.36683 6689055.05830,356071.41874 6689064.21927,356081.36522 6689108.54016,356086.67925 6689129.05098)"
240744,"LINESTRING(356069.36683 6689055.05830,356067.55136 6689046.97406)"
240745,"LINESTRING(356067.55136 6689046.97406,356069.36683 6689055.05830)"
240746,"LINESTRING(356067.55136 6689046.97406,356063.04364 6689026.90633,356058.87184 6689007.93187)"
240747,"LINESTRING(356058.87184 6689007.93187,356063.04364 6689026.90633,356067.55136 6689046.97406)"
240748,"LINESTRING(356058.87184 6689007.93187,356056.45624 6688996.93379,356055.13182 6688990.92410)"
240749,"LINESTRING(356055.13182 6688990.92410,356056.45624 6688996.93379,356058.87184 6689007.93187)"
240750,"LINESTRING(356055.13182 6688990.92410,356053.56020 6688983.78267,356041.08072 6688927.09087,356038.95144 6688917.37805)"
240751,"LINESTRING(356038.95144 6688917.37805,356041.08072 6688927.09087,356053.56020 6688983.78267,356055.13182 6688990.92410)"
240752,"LINESTRING(356038.95144 6688917.37805,356036.94672 6688908.24775,356011.84152 6688799.83496)"
240753,"LINESTRING(356011.84152 6688799.83496,356036.94672 6688908.24775,356038.95144 6688917.37805)"
240754,"LINESTRING(356011.84152 6688799.83496,356010.16568 6688790.22953)"
240755,"LINESTRING(356010.16568 6688790.22953,356011.84152 6688799.83496)"
240756,"LINESTRING(356010.16568 6688790.22953,355997.01804 6688720.38068)"
240757,"LINESTRING(355997.01804 6688720.38068,356010.16568 6688790.22953)"
241224,"LINESTRING(355075.88223 6689977.41400,355130.91670 6689950.29949,355133.09095 6689949.22806,355146.22055 6689943.72925,355152.47162 6689940.79772,355155.69343 6689938.96478,355159.11469 6689936.38598,355162.86564 6689932.95365,355164.01804 6689931.90792)"
24206,"LINESTRING(355010.75308 6689443.48842,354998.34772 6689460.35007,354987.36764 6689475.63840,354960.72187 6689516.03252,354955.69323 6689522.54297)"
24207,"LINESTRING(354955.69323 6689522.54297,354950.18116 6689530.39429,354895.97907 6689606.81858,354894.30231 6689609.80842,354891.34981 6689613.94019)"
24214,"LINESTRING(354973.35491 6689425.24537,355012.32489 6689432.12656)"
242800,"LINESTRING(355001.50753 6688927.22776,355117.34389 6688928.48644,355249.72440 6688957.06331)"
242801,"LINESTRING(355249.72440 6688957.06331,355117.34389 6688928.48644,355001.50753 6688927.22776)"
242806,"LINESTRING(355001.50753 6688927.22776,354988.32673 6688928.60185,354976.79052 6688929.70285)"
242807,"LINESTRING(354976.79052 6688929.70285,354988.32673 6688928.60185,355001.50753 6688927.22776)"
242972,"LINESTRING(355070.12704 6689004.18212,355077.24699 6689000.13222)"
242973,"LINESTRING(355077.24699 6689000.13222,355080.49633 6688998.24206)"
242974,"LINESTRING(355080.49633 6688998.24206,355090.11396 6688991.88928)"
243566,"LINESTRING(355685.17105 6688878.80273,355680.89301 6688887.43877)"
243567,"LINESTRING(355680.89301 6688887.43877,355685.17105 6688878.80273)"
243568,"LINESTRING(355680.89301 6688887.43877,355677.02955 6688896.29568,355675.30285 6688899.74432,355667.34597 6688917.28227,355661.25186 6688930.70729,355647.63779 6688960.69936,355643.93519 6688969.05746,355617.29688 6689028.21774)"
243569,"LINESTRING(355617.29688 6689028.21774,355643.93519 6688969.05746,355647.63779 6688960.69936,355661.25186 6688930.70729,355667.34597 6688917.28227,355675.30285 6688899.74432,355677.02955 6688896.29568,355680.89301 6688887.43877)"
24393,"LINESTRING(354912.39153 6689703.14690,354902.45589 6689694.54238,354900.01935 6689692.39129,354894.53344 6689687.32347,354886.37477 6689679.42841,354876.30804 6689667.24882,354873.40255 6689664.06787)"
24394,"LINESTRING(354873.40255 6689664.06787,354876.30804 6689667.24882,354886.37477 6689679.42841,354894.53344 6689687.32347,354900.01935 6689692.39129,354902.45589 6689694.54238,354912.39153 6689703.14690)"
245191,"LINESTRING(355390.94305 6689306.96013,355403.16431 6689283.86817,355414.35205 6689262.43812,355420.68598 6689250.55661)"
245224,"LINESTRING(356294.88150 6689254.07261,356294.69756 6689252.45878,356293.51623 6689250.90241,356289.98721 6689248.33529,356226.58260 6689209.57519,356192.78085 6689190.53888,356188.96646 6689188.67808)"
245225,"LINESTRING(356188.96646 6689188.67808,356192.78085 6689190.53888,356226.58260 6689209.57519,356289.98721 6689248.33529,356293.51623 6689250.90241,356294.69756 6689252.45878,356294.88150 6689254.07261)"
245274,"LINESTRING(355426.61373 6689254.87618,355420.24098 6689265.69180,355408.55108 6689288.14108,355396.95554 6689310.38467)"
245469,"LINESTRING(355833.35894 6688900.72799,355838.09423 6688902.51321)"
245470,"LINESTRING(355838.09423 6688902.51321,355833.35894 6688900.72799)"
245661,"LINESTRING(355428.93658 6688714.57297,355418.82531 6688716.59216,355411.05403 6688717.77528,355393.64832 6688720.43830,355392.00994 6688720.68869,355390.72302 6688720.98554)"
245662,"LINESTRING(355390.72302 6688720.98554,355392.00994 6688720.68869,355393.64832 6688720.43830,355411.05403 6688717.77528,355418.82531 6688716.59216,355428.93658 6688714.57297)"
245663,"LINESTRING(355845.42973 6689806.90917,355849.92790 6689799.33973,355852.81028 6689794.37804)"
246003,"LINESTRING(356158.71497 6689417.38480,356154.72989 6689415.32247)"
246004,"LINESTRING(356154.72989 6689415.32247,356158.71497 6689417.38480)"
246039,"LINESTRING(356154.72989 6689415.32247,356139.65354 6689408.64780)"
246040,"LINESTRING(356139.65354 6689408.64780,356154.72989 6689415.32247)"
24761,"LINESTRING(355691.69884 6689680.15031,355697.58613 6689680.88979,355717.61030 6689682.27099)"
24762,"LINESTRING(355717.61030 6689682.27099,355697.58613 6689680.88979,355691.69884 6689680.15031)"
247861,"LINESTRING(354912.39153 6689703.14690,354916.47295 6689699.00547,354923.67027 6689692.24714,354931.88247 6689684.16172,354934.14796 6689682.96256,354938.52732 6689681.87478)"
247862,"LINESTRING(354938.52732 6689681.87478,354934.14796 6689682.96256,354931.88247 6689684.16172,354923.67027 6689692.24714,354916.47295 6689699.00547,354912.39153 6689703.14690)"
24995,"LINESTRING(355730.55561 6690042.28223,355733.53485 6690036.11324,355748.74349 6690004.63832,355752.58935 6689996.67250,355755.14886 6689991.37334)"
24996,"LINESTRING(355755.14886 6689991.37334,355763.26104 6689974.58299)"
250006,"LINESTRING(354969.03026 6689969.28449,354970.61044 6689973.27647,354971.42522 6689975.69940,354972.18412 6689977.68050,354972.73613 6689978.70558,354973.52953 6689979.97261,354974.86098 6689982.15425,354976.17902 6689984.75947,354976.57129 6689986.56151,354976.70761 6689988.65651,354976.49334 6689990.84967,354976.07430 6689992.91002,354961.24639 6690034.17856)"
250138,"LINESTRING(355704.11894 6689629.63236,355708.99980 6689636.83866,355709.51367 6689637.59897,355725.01786 6689656.15297)"
25061,"LINESTRING(355002.70101 6689830.06027,355006.95895 6689825.56377,355016.60379 6689816.56113,355019.44803 6689813.70409,355021.18997 6689812.23482,355027.13847 6689807.08426)"
25078,"LINESTRING(355008.62821 6689841.84522,355003.68444 6689847.98358,354999.32949 6689854.21027,354995.99399 6689860.50040,354992.87019 6689866.91181,354991.28512 6689870.83095,354989.11257 6689876.51976,354987.68765 6689881.24186,354986.38461 6689885.71213,354985.20510 6689889.69682,354981.73176 6689904.35082,354978.01453 6689920.55438,354976.28897 6689926.76254,354970.26063 6689950.32077,354969.83026 6689951.79209,354968.89426 6689955.00611,354968.38637 6689962.34550)"
250907,"LINESTRING(355140.43659 6688959.42908,355140.88488 6688959.97061,355141.29666 6688960.53650,355141.67886 6688961.11523,355142.02457 6688961.71832,355142.34068 6688962.33425,355142.62030 6688962.97454,355142.87033 6688963.62767,355143.08258 6688964.28298,355143.25078 6688964.96309,355143.38875 6688965.64494,355143.48893 6688966.32898,355143.54443 6688967.02673,355143.56905 6688967.71514,355143.55654 6688968.41682,355143.49804 6688969.11003,355143.40868 6688969.79390,355143.28154 6688970.47995,355143.11597 6688971.15710,355142.91199 6688971.82534,355142.67649 6688972.47315,355142.39502 6688973.11249,355142.09024 6688973.74205,355141.74575 6688974.34053)"
250908,"LINESTRING(355127.84539 6688980.18417,355127.12983 6688980.00300,355126.42619 6688979.76551,355125.73573 6688979.49389,355125.05782 6688979.17703,355124.40821 6688978.82516,355123.77180 6688978.43914,355123.16368 6688978.01811,355122.58387 6688977.56207,355122.03236 6688977.07101,355121.50160 6688976.54538,355121.00733 6688975.99538,355120.54893 6688975.40993,355120.12011 6688974.81164,355119.73470 6688974.17747,355119.37888 6688973.53046,355119.06711 6688972.85865,355118.79248 6688972.17356,355118.55500 6688971.47521)"
250909,"LINESTRING(355118.55500 6688971.47521,355118.35209 6688970.71922,355118.19387 6688969.94953,355118.08856 6688969.17677,355118.02857 6688968.40140,355118.01329 6688967.61231)"
250910,"LINESTRING(355141.74575 6688974.34053,355141.31508 6688975.02187,355140.83650 6688975.66148,355140.31886 6688976.28109,355139.76843 6688976.85809,355139.17830 6688977.40401,355138.55538 6688977.90732,355137.90031 6688978.37911,355137.21937 6688978.79676,355136.51383 6688979.18245)"
250911,"LINESTRING(355129.42204 6688955.12563,355130.06305 6688955.06633,355130.71417 6688955.05094,355131.35902 6688955.05818,355132.00644 6688955.10977,355132.64758 6688955.18397,355133.29064 6688955.29145,355133.92052 6688955.43306,355134.54476 6688955.60838,355135.15581 6688955.81784,355135.76058 6688956.04992,355136.35217 6688956.31613,355136.93056 6688956.61649,355137.48757 6688956.94034,355138.03075 6688957.28724,355138.55318 6688957.66872,355139.06178 6688958.07325,355139.54144 6688958.50170,355139.99971 6688958.95364,355140.43659 6688959.42908)"
25098,"LINESTRING(355955.42207 6689726.21939,355924.16392 6689790.81864,355922.19547 6689794.80410)"
251098,"LINESTRING(355147.59633 6688960.39492,355149.91923 6688960.83924)"
252437,"LINESTRING(355303.82791 6689665.94236,355304.70338 6689664.30072,355305.98276 6689662.95840,355307.58115 6689662.02045,355309.38022 6689661.53821)"
252438,"LINESTRING(355309.38022 6689661.53821,355310.94112 6689661.52591,355312.46964 6689661.87153,355313.87383 6689662.55812)"
252447,"LINESTRING(355683.33072 6689724.55978,355682.58935 6689737.06399,355682.17570 6689743.81926)"
252448,"LINESTRING(355682.17570 6689743.81926,355682.58935 6689737.06399,355683.33072 6689724.55978)"
252684,"LINESTRING(356279.70711 6688946.57354,356278.52255 6688941.14545,356276.25642 6688937.60436,356273.03421 6688933.12812,356266.94615 6688925.62376)"
252685,"LINESTRING(356067.55136 6689046.97406,356074.92530 6689045.48089,356077.91000 6689045.30885,356080.85290 6689045.59539,356090.73450 6689048.67521,356092.58575 6689050.01491)"
252741,"LINESTRING(356374.15076 6689376.52314,356372.66912 6689372.64756,356372.46790 6689366.78452,356374.53193 6689361.29170,356378.53698 6689356.98884,356383.07075 6689354.75839,356388.09132 6689354.13546,356393.03391 6689355.18595)"
252888,"LINESTRING(354914.62185 6689348.25442,354917.16175 6689347.99625,354919.13453 6689348.54973,354921.84860 6689351.04082)"
252889,"LINESTRING(354921.84860 6689351.04082,354927.59609 6689355.51497,354929.24715 6689357.32208,354930.90762 6689358.50557,354934.26028 6689361.68295)"
252919,"LINESTRING(354919.06196 6689359.74702,354925.15526 6689361.94252,354929.23489 6689361.82896,354934.26028 6689361.68295)"
252920,"LINESTRING(354934.26028 6689361.68295,354929.23489 6689361.82896,354925.15526 6689361.94252,354919.06196 6689359.74702)"
252921,"LINESTRING(354934.26028 6689361.68295,354958.37502 6689362.45792)"
